,product_name,brand,category,material_type,firmness,price,width,length,thickness,image_url,link,popularity_score
0,Nệm cao su thiên nhiên Gummi Classic thế hệ mới dày 5/10/15cm,Gummi,Cao su,Cao su thiên nhiên,Cứng vừa,6712000.0,120.0,200.0,5.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1103/cdnEHrvHBVGTCtTMRe5lqcnXC3krNxG3W9sleAIX.png",https://vuanem.com/nem-cao-su-gummi-classic.html?sku=10302009,536.8203949080145
1,Nệm cao su thiên nhiên Gummi Classic thế hệ mới dày 5/10/15cm,Gummi,Cao su,Cao su thiên nhiên,Cứng vừa,7808000.0,120.0,200.0,10.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1103/cdnEHrvHBVGTCtTMRe5lqcnXC3krNxG3W9sleAIX.png",https://vuanem.com/nem-cao-su-gummi-classic.html?sku=10302009,536.8203949080145
2,Nệm cao su thiên nhiên Gummi Classic thế hệ mới dày 5/10/15cm,Gummi,Cao su,Cao su thiên nhiên,Cứng vừa,12608000.0,120.0,200.0,15.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1103/cdnEHrvHBVGTCtTMRe5lqcnXC3krNxG3W9sleAIX.png",https://vuanem.com/nem-cao-su-gummi-classic.html?sku=10302009,536.8203949080145
3,Nệm cao su thiên nhiên Gummi Classic thế hệ mới dày 5/10/15cm,Gummi,Cao su,Cao su thiên nhiên,Cứng vừa,7352000.0,140.0,200.0,5.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1103/cdnEHrvHBVGTCtTMRe5lqcnXC3krNxG3W9sleAIX.png",https://vuanem.com/nem-cao-su-gummi-classic.html?sku=10302009,536.8203949080145
4,Nệm cao su thiên nhiên Gummi Classic thế hệ mới dày 5/10/15cm,Gummi,Cao su,Cao su thiên nhiên,Cứng vừa,9408000.0,140.0,200.0,10.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1103/cdnEHrvHBVGTCtTMRe5lqcnXC3krNxG3W9sleAIX.png",https://vuanem.com/nem-cao-su-gummi-classic.html?sku=10302009,536.8203949080145
5,Nệm cao su thiên nhiên Gummi Classic thế hệ mới dày 5/10/15cm,Gummi,Cao su,Cao su thiên nhiên,Cứng vừa,14608000.0,140.0,200.0,15.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1103/cdnEHrvHBVGTCtTMRe5lqcnXC3krNxG3W9sleAIX.png",https://vuanem.com/nem-cao-su-gummi-classic.html?sku=10302009,536.8203949080145
6,Nệm cao su thiên nhiên Gummi Classic thế hệ mới dày 5/10/15cm,Gummi,Cao su,Cao su thiên nhiên,Cứng vừa,7832000.0,160.0,200.0,5.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1103/cdnEHrvHBVGTCtTMRe5lqcnXC3krNxG3W9sleAIX.png",https://vuanem.com/nem-cao-su-gummi-classic.html?sku=10302009,536.8203949080145
7,Nệm cao su thiên nhiên Gummi Classic thế hệ mới dày 5/10/15cm,Gummi,Cao su,Cao su thiên nhiên,Cứng vừa,10848000.0,160.0,200.0,10.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1103/cdnEHrvHBVGTCtTMRe5lqcnXC3krNxG3W9sleAIX.png",https://vuanem.com/nem-cao-su-gummi-classic.html?sku=10302009,536.8203949080145
8,Nệm cao su thiên nhiên Gummi Classic thế hệ mới dày 5/10/15cm,Gummi,Cao su,Cao su thiên nhiên,Cứng vừa,16688000.0,160.0,200.0,15.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1103/cdnEHrvHBVGTCtTMRe5lqcnXC3krNxG3W9sleAIX.png",https://vuanem.com/nem-cao-su-gummi-classic.html?sku=10302009,536.8203949080145
9,Nệm cao su thiên nhiên Gummi Classic thế hệ mới dày 5/10/15cm,Gummi,Cao su,Cao su thiên nhiên,Cứng vừa,8952000.0,180.0,200.0,5.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1103/cdnEHrvHBVGTCtTMRe5lqcnXC3krNxG3W9sleAIX.png",https://vuanem.com/nem-cao-su-gummi-classic.html?sku=10302009,536.8203949080145
10,Nệm cao su thiên nhiên Gummi Classic thế hệ mới dày 5/10/15cm,Gummi,Cao su,Cao su thiên nhiên,Cứng vừa,12448000.0,180.0,200.0,10.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1103/cdnEHrvHBVGTCtTMRe5lqcnXC3krNxG3W9sleAIX.png",https://vuanem.com/nem-cao-su-gummi-classic.html?sku=10302009,536.8203949080145
11,Nệm cao su thiên nhiên Gummi Classic thế hệ mới dày 5/10/15cm,Gummi,Cao su,Cao su thiên nhiên,Cứng vừa,18208000.0,180.0,200.0,15.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1103/cdnEHrvHBVGTCtTMRe5lqcnXC3krNxG3W9sleAIX.png",https://vuanem.com/nem-cao-su-gummi-classic.html?sku=10302009,536.8203949080145
12,Nệm cao su thiên nhiên Gummi Classic thế hệ mới dày 5/10/15cm,Gummi,Cao su,Cao su thiên nhiên,Cứng vừa,10072000.0,200.0,200.0,5.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1103/cdnEHrvHBVGTCtTMRe5lqcnXC3krNxG3W9sleAIX.png",https://vuanem.com/nem-cao-su-gummi-classic.html?sku=10302009,536.8203949080145
13,Nệm cao su thiên nhiên Gummi Classic thế hệ mới dày 5/10/15cm,Gummi,Cao su,Cao su thiên nhiên,Cứng vừa,10072000.0,200.0,200.0,10.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1103/cdnEHrvHBVGTCtTMRe5lqcnXC3krNxG3W9sleAIX.png",https://vuanem.com/nem-cao-su-gummi-classic.html?sku=10302009,536.8203949080145
14,Nệm cao su thiên nhiên Gummi Classic thế hệ mới dày 5/10/15cm,Gummi,Cao su,Cao su thiên nhiên,Cứng vừa,20768000.0,200.0,200.0,15.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1103/cdnEHrvHBVGTCtTMRe5lqcnXC3krNxG3W9sleAIX.png",https://vuanem.com/nem-cao-su-gummi-classic.html?sku=10302009,536.8203949080145
15,Nệm cao su thiên nhiên Gummi Classic thế hệ mới dày 5/10/15cm,Gummi,Cao su,Cao su thiên nhiên,Cứng vừa,11032000.0,220.0,200.0,5.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1103/cdnEHrvHBVGTCtTMRe5lqcnXC3krNxG3W9sleAIX.png",https://vuanem.com/nem-cao-su-gummi-classic.html?sku=10302009,536.8203949080145
16,Nệm cao su thiên nhiên Gummi Classic thế hệ mới dày 5/10/15cm,Gummi,Cao su,Cao su thiên nhiên,Cứng vừa,15568000.0,220.0,200.0,10.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1103/cdnEHrvHBVGTCtTMRe5lqcnXC3krNxG3W9sleAIX.png",https://vuanem.com/nem-cao-su-gummi-classic.html?sku=10302009,536.8203949080145
17,Nệm cao su thiên nhiên Gummi Classic thế hệ mới dày 5/10/15cm,Gummi,Cao su,Cao su thiên nhiên,Cứng vừa,22528000.0,220.0,200.0,15.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1103/cdnEHrvHBVGTCtTMRe5lqcnXC3krNxG3W9sleAIX.png",https://vuanem.com/nem-cao-su-gummi-classic.html?sku=10302009,536.8203949080145
18,Nệm lò xo Amando Elite Original túi độc lập tiêu chuẩn khách sạn 5 sao dày 23cm,Amando,Hybrid,Nệm Hybrid (Foam + Lò xo túi độc lập),Cứng vừa,4850000.0,120.0,200.0,23.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1634/4NHObLoufevoNasUsN0S7LbUWkMIJM4LzCsrBVN2.jpg",https://vuanem.com/nem-lo-xo-amando-elite-original.html?sku=10202002,514.1203057011979
19,Nệm lò xo Amando Elite Original túi độc lập tiêu chuẩn khách sạn 5 sao dày 23cm,Amando,Hybrid,Nệm Hybrid (Foam + Lò xo túi độc lập),Cứng vừa,5650000.0,140.0,200.0,23.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1634/4NHObLoufevoNasUsN0S7LbUWkMIJM4LzCsrBVN2.jpg",https://vuanem.com/nem-lo-xo-amando-elite-original.html?sku=10202002,514.1203057011979
20,Nệm lò xo Amando Elite Original túi độc lập tiêu chuẩn khách sạn 5 sao dày 23cm,Amando,Hybrid,Nệm Hybrid (Foam + Lò xo túi độc lập),Cứng vừa,6650000.0,160.0,200.0,23.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1634/4NHObLoufevoNasUsN0S7LbUWkMIJM4LzCsrBVN2.jpg",https://vuanem.com/nem-lo-xo-amando-elite-original.html?sku=10202002,514.1203057011979
21,Nệm lò xo Amando Elite Original túi độc lập tiêu chuẩn khách sạn 5 sao dày 23cm,Amando,Hybrid,Nệm Hybrid (Foam + Lò xo túi độc lập),Cứng vừa,7450000.0,180.0,200.0,23.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1634/4NHObLoufevoNasUsN0S7LbUWkMIJM4LzCsrBVN2.jpg",https://vuanem.com/nem-lo-xo-amando-elite-original.html?sku=10202002,514.1203057011979
22,Nệm lò xo Amando Elite Original túi độc lập tiêu chuẩn khách sạn 5 sao dày 23cm,Amando,Hybrid,Nệm Hybrid (Foam + Lò xo túi độc lập),Cứng vừa,8950000.0,200.0,200.0,23.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1634/4NHObLoufevoNasUsN0S7LbUWkMIJM4LzCsrBVN2.jpg",https://vuanem.com/nem-lo-xo-amando-elite-original.html?sku=10202002,514.1203057011979
23,Nệm lò xo Amando Elite Original túi độc lập tiêu chuẩn khách sạn 5 sao dày 23cm,Amando,Hybrid,Nệm Hybrid (Foam + Lò xo túi độc lập),Cứng vừa,8950000.0,220.0,200.0,23.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1634/4NHObLoufevoNasUsN0S7LbUWkMIJM4LzCsrBVN2.jpg",https://vuanem.com/nem-lo-xo-amando-elite-original.html?sku=10202002,514.1203057011979
24,Nệm foam Comfy Cloud 2.0 siêu đàn hồi dày 15cm,Comfy,Hybrid,Nệm Hybrid (Cao su thiên nhiên + Foam),Cứng vừa,7320000.0,120.0,200.0,15.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1611/3LP7xYCvT9rxcYLnDLfeUMX1Zi3z2YdNtqKEunev.jpg",https://vuanem.com/nem-foam-comfy-cloud-20.html?sku=10402022,512.0179725159626
25,Nệm foam Comfy Cloud 2.0 siêu đàn hồi dày 15cm,Comfy,Hybrid,Nệm Hybrid (Cao su thiên nhiên + Foam),Cứng vừa,7870000.0,140.0,200.0,15.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1611/3LP7xYCvT9rxcYLnDLfeUMX1Zi3z2YdNtqKEunev.jpg",https://vuanem.com/nem-foam-comfy-cloud-20.html?sku=10402022,512.0179725159626
26,Nệm foam Comfy Cloud 2.0 siêu đàn hồi dày 15cm,Comfy,Hybrid,Nệm Hybrid (Cao su thiên nhiên + Foam),Cứng vừa,8420000.0,160.0,200.0,15.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1611/3LP7xYCvT9rxcYLnDLfeUMX1Zi3z2YdNtqKEunev.jpg",https://vuanem.com/nem-foam-comfy-cloud-20.html?sku=10402022,512.0179725159626
27,Nệm foam Comfy Cloud 2.0 siêu đàn hồi dày 15cm,Comfy,Hybrid,Nệm Hybrid (Cao su thiên nhiên + Foam),Cứng vừa,9470000.0,180.0,200.0,15.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1611/3LP7xYCvT9rxcYLnDLfeUMX1Zi3z2YdNtqKEunev.jpg",https://vuanem.com/nem-foam-comfy-cloud-20.html?sku=10402022,512.0179725159626
28,Nệm foam Comfy Cloud 2.0 siêu đàn hồi dày 15cm,Comfy,Hybrid,Nệm Hybrid (Cao su thiên nhiên + Foam),Cứng vừa,10570000.0,200.0,200.0,15.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1611/3LP7xYCvT9rxcYLnDLfeUMX1Zi3z2YdNtqKEunev.jpg",https://vuanem.com/nem-foam-comfy-cloud-20.html?sku=10402022,512.0179725159626
29,Nệm foam Comfy Cloud 2.0 siêu đàn hồi dày 15cm,Comfy,Hybrid,Nệm Hybrid (Cao su thiên nhiên + Foam),Cứng vừa,10570000.0,220.0,200.0,15.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1611/3LP7xYCvT9rxcYLnDLfeUMX1Zi3z2YdNtqKEunev.jpg",https://vuanem.com/nem-foam-comfy-cloud-20.html?sku=10402022,512.0179725159626
30,Nệm foam công nghệ Đức Goodnight Active Hybrid dày 20cm,Goodnight,Hybrid,Nệm Hybrid (Cao su thiên nhiên + Foam),Cứng vừa,6399000.0,120.0,200.0,20.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1946/TLBzw99dCOVxs2li0IxosVclcru3aXm1Umg6O99V.jpg",https://vuanem.com/nem-foam-goodnight-active-hybrid.html?sku=10402074,489.6704153642203
31,Nệm foam công nghệ Đức Goodnight Active Hybrid dày 20cm,Goodnight,Hybrid,Nệm Hybrid (Cao su thiên nhiên + Foam),Cứng vừa,9399000.0,140.0,200.0,20.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1946/TLBzw99dCOVxs2li0IxosVclcru3aXm1Umg6O99V.jpg",https://vuanem.com/nem-foam-goodnight-active-hybrid.html?sku=10402074,489.6704153642203
32,Nệm foam công nghệ Đức Goodnight Active Hybrid dày 20cm,Goodnight,Hybrid,Nệm Hybrid (Cao su thiên nhiên + Foam),Cứng vừa,10059000.0,160.0,200.0,20.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1946/TLBzw99dCOVxs2li0IxosVclcru3aXm1Umg6O99V.jpg",https://vuanem.com/nem-foam-goodnight-active-hybrid.html?sku=10402074,489.6704153642203
33,Nệm foam công nghệ Đức Goodnight Active Hybrid dày 20cm,Goodnight,Hybrid,Nệm Hybrid (Cao su thiên nhiên + Foam),Cứng vừa,11499000.0,180.0,200.0,20.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1946/TLBzw99dCOVxs2li0IxosVclcru3aXm1Umg6O99V.jpg",https://vuanem.com/nem-foam-goodnight-active-hybrid.html?sku=10402074,489.6704153642203
34,Nệm foam công nghệ Đức Goodnight Active Hybrid dày 20cm,Goodnight,Hybrid,Nệm Hybrid (Cao su thiên nhiên + Foam),Cứng vừa,13699000.0,220.0,200.0,20.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1946/TLBzw99dCOVxs2li0IxosVclcru3aXm1Umg6O99V.jpg",https://vuanem.com/nem-foam-goodnight-active-hybrid.html?sku=10402074,489.6704153642203
35,Nệm lò xo Goodnight SleepWave Hybrid (Sleep Wave 4.0) giảm tiếng ồn dày 20cm,Goodnight,Hybrid,Nệm Hybrid (Foam + Lò xo túi độc lập),Cứng vừa,3449000.0,120.0,200.0,20.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1879/wIEAp4HhKWMVJicRFpXRFrqmSSjLxZXyFBgYU16p.jpg",https://vuanem.com/nem-lo-xo-goodnight-sleepwave-hybrid.html?sku=10202940,493.0698773000051
36,Nệm lò xo Goodnight SleepWave Hybrid (Sleep Wave 4.0) giảm tiếng ồn dày 20cm,Goodnight,Hybrid,Nệm Hybrid (Foam + Lò xo túi độc lập),Cứng vừa,5085000.0,160.0,200.0,20.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1879/wIEAp4HhKWMVJicRFpXRFrqmSSjLxZXyFBgYU16p.jpg",https://vuanem.com/nem-lo-xo-goodnight-sleepwave-hybrid.html?sku=10202940,493.0698773000051
37,Nệm lò xo Goodnight SleepWave Hybrid (Sleep Wave 4.0) giảm tiếng ồn dày 20cm,Goodnight,Hybrid,Nệm Hybrid (Foam + Lò xo túi độc lập),Cứng vừa,5289000.0,180.0,200.0,20.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1879/wIEAp4HhKWMVJicRFpXRFrqmSSjLxZXyFBgYU16p.jpg",https://vuanem.com/nem-lo-xo-goodnight-sleepwave-hybrid.html?sku=10202940,493.0698773000051
38,Nệm lò xo Goodnight SleepWave Hybrid (Sleep Wave 4.0) giảm tiếng ồn dày 20cm,Goodnight,Hybrid,Nệm Hybrid (Foam + Lò xo túi độc lập),Cứng vừa,5785000.0,220.0,200.0,20.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1879/wIEAp4HhKWMVJicRFpXRFrqmSSjLxZXyFBgYU16p.jpg",https://vuanem.com/nem-lo-xo-goodnight-sleepwave-hybrid.html?sku=10202940,493.0698773000051
39,"Nệm foam làm mát, kháng khuẩn nâng đỡ 5 vùng Comfy Lux 1.0",Comfy,Foam,Foam,Cứng vừa,16550000.0,100.0,200.0,20.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1625/78J40nRCpQhgtGZ8pB6pU403B0G0qw8vsjv4jgGO.jpg",https://vuanem.com/nem-foam-comfy-lux-10.html?sku=10402030,481.3210801332407
40,"Nệm foam làm mát, kháng khuẩn nâng đỡ 5 vùng Comfy Lux 1.0",Comfy,Foam,Foam,Cứng vừa,13650000.0,120.0,200.0,20.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1625/78J40nRCpQhgtGZ8pB6pU403B0G0qw8vsjv4jgGO.jpg",https://vuanem.com/nem-foam-comfy-lux-10.html?sku=10402030,481.3210801332407
41,"Nệm foam làm mát, kháng khuẩn nâng đỡ 5 vùng Comfy Lux 1.0",Comfy,Foam,Foam,Cứng vừa,16750000.0,140.0,200.0,20.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1625/78J40nRCpQhgtGZ8pB6pU403B0G0qw8vsjv4jgGO.jpg",https://vuanem.com/nem-foam-comfy-lux-10.html?sku=10402030,481.3210801332407
42,"Nệm foam làm mát, kháng khuẩn nâng đỡ 5 vùng Comfy Lux 1.0",Comfy,Foam,Foam,Cứng vừa,18850000.0,160.0,200.0,20.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1625/78J40nRCpQhgtGZ8pB6pU403B0G0qw8vsjv4jgGO.jpg",https://vuanem.com/nem-foam-comfy-lux-10.html?sku=10402030,481.3210801332407
43,"Nệm foam làm mát, kháng khuẩn nâng đỡ 5 vùng Comfy Lux 1.0",Comfy,Foam,Foam,Cứng vừa,22950000.0,180.0,200.0,20.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1625/78J40nRCpQhgtGZ8pB6pU403B0G0qw8vsjv4jgGO.jpg",https://vuanem.com/nem-foam-comfy-lux-10.html?sku=10402030,481.3210801332407
44,"Nệm foam làm mát, kháng khuẩn nâng đỡ 5 vùng Comfy Lux 1.0",Comfy,Foam,Foam,Cứng vừa,27150000.0,200.0,200.0,20.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1625/78J40nRCpQhgtGZ8pB6pU403B0G0qw8vsjv4jgGO.jpg",https://vuanem.com/nem-foam-comfy-lux-10.html?sku=10402030,481.3210801332407
45,"Nệm foam làm mát, kháng khuẩn nâng đỡ 5 vùng Comfy Lux 1.0",Comfy,Foam,Foam,Cứng vừa,26150000.0,220.0,200.0,20.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1625/78J40nRCpQhgtGZ8pB6pU403B0G0qw8vsjv4jgGO.jpg",https://vuanem.com/nem-foam-comfy-lux-10.html?sku=10402030,481.3210801332407
46,"Nệm Gummi Signature – Công nghệ kép, nâng đỡ vượt trội, kháng khuẩn tối đa",Gummi,Cao su,Cao su thiên nhiên,Cứng vừa,10330000.0,120.0,200.0,10.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1965/o9zqDq5WaVsDOBCblGDNrBAUc3HGcgQH8d5lMpPa_2026-04-15-105041.jpg",https://vuanem.com/nem-cao-su-gummi-signature.html?sku=10302060,496.75189032360015
47,"Nệm Gummi Signature – Công nghệ kép, nâng đỡ vượt trội, kháng khuẩn tối đa",Gummi,Cao su,Cao su thiên nhiên,Cứng vừa,15280000.0,120.0,200.0,15.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1965/o9zqDq5WaVsDOBCblGDNrBAUc3HGcgQH8d5lMpPa_2026-04-15-105041.jpg",https://vuanem.com/nem-cao-su-gummi-signature.html?sku=10302060,496.75189032360015
48,"Nệm Gummi Signature – Công nghệ kép, nâng đỡ vượt trội, kháng khuẩn tối đa",Gummi,Cao su,Cao su thiên nhiên,Cứng vừa,11430000.0,140.0,200.0,10.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1965/o9zqDq5WaVsDOBCblGDNrBAUc3HGcgQH8d5lMpPa_2026-04-15-105041.jpg",https://vuanem.com/nem-cao-su-gummi-signature.html?sku=10302060,496.75189032360015
49,"Nệm Gummi Signature – Công nghệ kép, nâng đỡ vượt trội, kháng khuẩn tối đa",Gummi,Cao su,Cao su thiên nhiên,Cứng vừa,17480000.0,140.0,200.0,15.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1965/o9zqDq5WaVsDOBCblGDNrBAUc3HGcgQH8d5lMpPa_2026-04-15-105041.jpg",https://vuanem.com/nem-cao-su-gummi-signature.html?sku=10302060,496.75189032360015
50,"Nệm Gummi Signature – Công nghệ kép, nâng đỡ vượt trội, kháng khuẩn tối đa",Gummi,Cao su,Cao su thiên nhiên,Cứng vừa,12430000.0,160.0,200.0,10.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1965/o9zqDq5WaVsDOBCblGDNrBAUc3HGcgQH8d5lMpPa_2026-04-15-105041.jpg",https://vuanem.com/nem-cao-su-gummi-signature.html?sku=10302060,496.75189032360015
51,"Nệm Gummi Signature – Công nghệ kép, nâng đỡ vượt trội, kháng khuẩn tối đa",Gummi,Cao su,Cao su thiên nhiên,Cứng vừa,19780000.0,160.0,200.0,15.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1965/o9zqDq5WaVsDOBCblGDNrBAUc3HGcgQH8d5lMpPa_2026-04-15-105041.jpg",https://vuanem.com/nem-cao-su-gummi-signature.html?sku=10302060,496.75189032360015
52,"Nệm Gummi Signature – Công nghệ kép, nâng đỡ vượt trội, kháng khuẩn tối đa",Gummi,Cao su,Cao su thiên nhiên,Cứng vừa,14730000.0,180.0,200.0,10.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1965/o9zqDq5WaVsDOBCblGDNrBAUc3HGcgQH8d5lMpPa_2026-04-15-105041.jpg",https://vuanem.com/nem-cao-su-gummi-signature.html?sku=10302060,496.75189032360015
53,"Nệm Gummi Signature – Công nghệ kép, nâng đỡ vượt trội, kháng khuẩn tối đa",Gummi,Cao su,Cao su thiên nhiên,Cứng vừa,22650000.0,180.0,200.0,15.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1965/o9zqDq5WaVsDOBCblGDNrBAUc3HGcgQH8d5lMpPa_2026-04-15-105041.jpg",https://vuanem.com/nem-cao-su-gummi-signature.html?sku=10302060,496.75189032360015
54,"Nệm Gummi Signature – Công nghệ kép, nâng đỡ vượt trội, kháng khuẩn tối đa",Gummi,Cao su,Cao su thiên nhiên,Cứng vừa,18930000.0,220.0,200.0,10.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1965/o9zqDq5WaVsDOBCblGDNrBAUc3HGcgQH8d5lMpPa_2026-04-15-105041.jpg",https://vuanem.com/nem-cao-su-gummi-signature.html?sku=10302060,496.75189032360015
55,"Nệm Gummi Signature – Công nghệ kép, nâng đỡ vượt trội, kháng khuẩn tối đa",Gummi,Cao su,Cao su thiên nhiên,Cứng vừa,27980000.0,220.0,200.0,15.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1965/o9zqDq5WaVsDOBCblGDNrBAUc3HGcgQH8d5lMpPa_2026-04-15-105041.jpg",https://vuanem.com/nem-cao-su-gummi-signature.html?sku=10302060,496.75189032360015
56,"Nệm Gummi Signature – Công nghệ kép, nâng đỡ vượt trội, kháng khuẩn tối đa",Gummi,Cao su,Cao su thiên nhiên,Cứng vừa,26500000.0,220.0,240.0,10.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1965/o9zqDq5WaVsDOBCblGDNrBAUc3HGcgQH8d5lMpPa_2026-04-15-105041.jpg",https://vuanem.com/nem-cao-su-gummi-signature.html?sku=10302060,496.75189032360015
57,"Nệm Gummi Signature – Công nghệ kép, nâng đỡ vượt trội, kháng khuẩn tối đa",Gummi,Cao su,Cao su thiên nhiên,Cứng vừa,26500000.0,220.0,240.0,15.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1965/o9zqDq5WaVsDOBCblGDNrBAUc3HGcgQH8d5lMpPa_2026-04-15-105041.jpg",https://vuanem.com/nem-cao-su-gummi-signature.html?sku=10302060,496.75189032360015
58,[BST Ngủ Mát] Nệm foam iComfy Coolax Plus Băng Lạnh Đa Tầng Dày 20cm,Comfy,Foam,Foam,Cứng vừa,9699000.0,120.0,200.0,20.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1917/3qgRDTbwIBAbOVBi22i3QT0TgPFbFYfYxh2MCf76.png",https://vuanem.com/nem-foam-icomfy-coolax-plus.html?sku=10402069,502.163799366331
59,[BST Ngủ Mát] Nệm foam iComfy Coolax Plus Băng Lạnh Đa Tầng Dày 20cm,Comfy,Foam,Foam,Cứng vừa,9699000.0,140.0,200.0,20.0,"https://cdn-cf-ops.vuanem.com/186x186,webp,q80/https://vuanem.com/storage/products/1917/3qgRDTbwIBAbOVBi22i3QT0TgPFbFYfYxh2MCf76.png",https://vuanem.com/nem-foam-icomfy-coolax-plus.html?sku=10402069,502.163799366331
